in s,C1 in V
-3.037631,-0.02897522
-3.0375853,-0.02943298
-3.0375395,-0.02897522
-3.0374937,-0.02851746
-3.0374479,-0.02912781
-3.0374021,-0.0292804
-3.0373563,-0.02912781
-3.0373106,-0.02973816
-3.0372648,-0.03019592
-3.037219,-0.02989075
-3.0371732,-0.02973816
-3.0371274,-0.02973816
-3.0370816,-0.02867004
-3.0370359,-0.02867004
-3.0369901,-0.02943298
-3.0369443,-0.02897522
-3.0368985,-0.02943298
-3.0368527,-0.02989075
-3.0368069,-0.02958557
-3.0367612,-0.02943298
-3.0367154,-0.02867004
-3.0366696,-0.02897522
-3.0366238,-0.02897522
-3.036578,-0.02943298
-3.0365322,-0.0292804
-3.0364864,-0.02897522
-3.0364407,-0.02897522
-3.0363949,-0.02851746
-3.0363491,-0.02821228
-3.0363033,-0.02882263
-3.0362575,-0.02836487
-3.0362117,-0.02897522
-3.036166,-0.02897522
-3.0361202,-0.02882263
-3.0360744,-0.0292804
-3.0360286,-0.02882263
-3.0359828,-0.02897522
-3.035937,-0.02912781
-3.0358913,-0.02851746
-3.0358455,-0.02805969
-3.0357997,-0.02805969
-3.0357539,-0.02836487
-3.0357081,-0.0292804
-3.0356623,-0.02851746
-3.0356166,-0.02851746
-3.0355708,-0.02851746
-3.035525,-0.02805969
-3.0354792,-0.0279071
-3.0354334,-0.02867004
-3.0353876,-0.02882263
-3.0353418,-0.0292804
-3.0352961,-0.0292804
-3.0352503,-0.02805969
-3.0352045,-0.02760193
-3.0351587,-0.02805969
-3.0351129,-0.02836487
-3.0350671,-0.02775452
-3.0350214,-0.02714417
-3.0349756,-0.02729675
-3.0349298,-0.02683899
-3.034884,-0.02699158
-3.0348382,-0.02775452
-3.0347924,-0.02638123
-3.0347467,-0.02638123
-3.0347009,-0.02622864
-3.0346551,-0.02683899
-3.0346093,-0.02622864
-3.0345635,-0.0266864
-3.0345177,-0.02699158
-3.034472,-0.02683899
-3.0344262,-0.02653381
-3.0343804,-0.02622864
-3.0343346,-0.02607605
-3.0342888,-0.02592346
-3.034243,-0.0266864
-3.0341972,-0.02653381
-3.0341515,-0.02592346
-3.0341057,-0.02592346
-3.0340599,-0.02592346
-3.0340141,-0.02607605
-3.0339683,-0.02653381
-3.0339225,-0.02622864
-3.0338768,-0.02592346
-3.033831,-0.02622864
-3.0337852,-0.02561829
-3.0337394,-0.02577087
-3.0336936,-0.02592346
-3.0336478,-0.02622864
-3.0336021,-0.02622864
-3.0335563,-0.02638123
-3.0335105,-0.02744934
-3.0334647,-0.02744934
-3.0334189,-0.02699158
-3.0333731,-0.02653381
-3.0333274,-0.02714417
-3.0332816,-0.02699158
-3.0332358,-0.02775452
-3.03319,-0.02744934
-3.0331442,-0.02683899
-3.0330984,-0.02714417
-3.0330526,-0.02699158
-3.0330069,-0.02622864
-3.0329611,-0.02592346
-3.0329153,-0.02607605
-3.0328695,-0.0266864
-3.0328237,-0.02729675
-3.0327779,-0.0266864
-3.0327322,-0.02699158
-3.0326864,-0.02683899
-3.0326406,-0.02653381
-3.0325948,-0.02653381
-3.032549,-0.02638123
-3.0325032,-0.02653381
-3.0324575,-0.02714417
-3.0324117,-0.02744934
-3.0323659,-0.0279071
-3.0323201,-0.02821228
-3.0322743,-0.02882263
-3.0322285,-0.02851746
-3.0321828,-0.02867004
-3.032137,-0.02805969
-3.0320912,-0.02836487
-3.0320454,-0.02744934
-3.0319996,-0.02744934
-3.0319538,-0.02699158
-3.031908,-0.02760193
-3.0318623,-0.02805969
-3.0318165,-0.02821228
-3.0317707,-0.02775452
-3.0317249,-0.02622864
-3.0316791,-0.02729675
-3.0316333,-0.0266864
-3.0315876,-0.02714417
-3.0315418,-0.02638123
-3.031496,-0.02653381
-3.0314502,-0.02699158
-3.0314044,-0.02805969
-3.0313586,-0.02775452
-3.0313129,-0.02867004
-3.0312671,-0.02699158
-3.0312213,-0.02699158
-3.0311755,-0.02744934
-3.0311297,-0.02760193
-3.0310839,-0.02805969
-3.0310382,-0.02821228
-3.0309924,-0.02714417
-3.0309466,-0.02744934
-3.0309008,-0.02836487
-3.030855,-0.02897522
-3.0308092,-0.02851746
-3.0307634,-0.02897522
-3.0307177,-0.02897522
-3.0306719,-0.02897522
-3.0306261,-0.02958557
-3.0305803,-0.02989075
-3.0305345,-0.03004333
-3.0304887,-0.0305011
-3.030443,-0.03004333
-3.0303972,-0.03004333
-3.0303514,-0.03065369
-3.0303056,-0.03126404
-3.0302598,-0.03065369
-3.030214,-0.03065369
-3.0301683,-0.0305011
-3.0301225,-0.03111145
-3.0300767,-0.03095886
-3.0300309,-0.03065369
-3.0299851,-0.03019592
-3.0299393,-0.03034851
-3.0298936,-0.03019592
-3.0298478,-0.03034851
-3.029802,-0.03111145
-3.0297562,-0.03095886
-3.0297104,-0.03034851
-3.0296646,-0.03080627
-3.0296188,-0.03019592
-3.0295731,-0.02989075
-3.0295273,-0.03004333
-3.0294815,-0.03034851
-3.0294357,-0.03019592
-3.0293899,-0.0305011
